{'date': '2017-06-22 21:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2018-01-02 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '38.20'}
{'date': '2018-01-02 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '38.90'}
{'date': '2018-01-02 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '39.00'}
{'date': '2018-01-02 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '38.70'}
{'date': '2018-01-02 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '38.50'}
{'date': '2018-01-02 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '38.10'}
{'date': '2018-01-02 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '39.00'}
{'date': '2018-01-02 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '39.00'}
{'date': '2018-01-02 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '42.10'}
{'date': '2018-01-02 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '16.10', 'humidity': '35.10'}
{'date': '2018-01-02 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '16.40', 'humidity': '34.90'}
{'date': '2018-01-02 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '16.40', 'humidity': '34.90'}
{'date': '2018-01-02 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '16.00', 'humidity': '36.70'}
{'date': '2018-01-02 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '39.40'}
{'date': '2018-01-02 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '42.30'}
{'date': '2018-01-02 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.40', 'humidity': '45.10'}
{'date': '2018-01-02 18:30', 'home': '', 'ch2o': 0.0327, 'temperature': '15.40', 'humidity': '45.10'}
{'date': '2018-01-02 19:00', 'home': '', 'ch2o': 0.0377, 'temperature': '15.40', 'humidity': '51.80'}
{'date': '2018-01-02 19:30', 'home': '', 'ch2o': 0.001, 'temperature': '15.60', 'humidity': '55.00'}
{'date': '2018-01-02 20:00', 'home': '', 'ch2o': 0.0066, 'temperature': '16.30', 'humidity': '43.00'}
{'date': '2018-01-02 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '17.70', 'humidity': '37.60'}
{'date': '2018-01-02 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '16.40', 'humidity': '46.60'}
{'date': '2018-01-02 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '16.20', 'humidity': '52.80'}
{'date': '2018-01-02 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '16.10', 'humidity': '52.60'}
{'date': '2018-01-02 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '56.70'}
{'date': '2018-01-02 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '56.80'}
{'date': '2018-01-02 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '58.20'}
{'date': '2018-01-03 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '59.90'}
{'date': '2018-01-03 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '57.60'}
{'date': '2018-01-03 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '57.60'}
{'date': '2018-01-03 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '57.40'}
{'date': '2018-01-03 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '56.00'}
{'date': '2018-01-03 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '54.70'}
{'date': '2018-01-03 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '53.10'}
{'date': '2018-01-03 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '52.10'}
{'date': '2018-01-03 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '51.30'}
{'date': '2018-01-03 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '51.20'}
{'date': '2018-01-03 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '48.30'}
{'date': '2018-01-03 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '48.30'}
{'date': '2018-01-03 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '46.40'}
{'date': '2018-01-03 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '44.20'}
{'date': '2018-01-03 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '45.30'}
{'date': '2018-01-03 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '45.20'}
{'date': '2018-01-03 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '48.00'}
{'date': '2018-01-03 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '42.80'}
{'date': '2018-01-03 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '43.20'}
{'date': '2018-01-03 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '43.10'}
{'date': '2018-01-03 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '43.20'}
{'date': '2018-01-03 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '44.30'}
{'date': '2018-01-03 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '41.70'}
{'date': '2018-01-03 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '41.70'}
{'date': '2018-01-03 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '39.50'}
{'date': '2018-01-03 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '37.80'}
{'date': '2018-01-03 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '35.20'}
{'date': '2018-01-03 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '35.20'}
{'date': '2018-01-03 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '34.30'}
{'date': '2018-01-03 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '34.40'}
{'date': '2018-01-03 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '32.80'}
{'date': '2018-01-03 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '30.40'}
{'date': '2018-01-03 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '30.30'}
{'date': '2018-01-03 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '29.60'}
{'date': '2018-01-03 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '29.30'}
{'date': '2018-01-03 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '28.10'}
{'date': '2018-01-03 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '31.40'}
{'date': '2018-01-03 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '30.20'}
{'date': '2018-01-03 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '32.80'}
{'date': '2018-01-03 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '40.80'}
{'date': '2018-01-03 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '40.70'}
{'date': '2018-01-03 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '37.40'}
{'date': '2018-01-03 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '37.00'}
{'date': '2018-01-03 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '35.50'}
{'date': '2018-01-03 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '33.60'}
{'date': '2018-01-03 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '33.70'}
{'date': '2018-01-03 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '33.90'}
{'date': '2018-01-03 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '33.10'}
{'date': '2018-01-04 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '33.70'}
{'date': '2018-01-04 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.90', 'humidity': '33.70'}
{'date': '2018-01-04 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.80', 'humidity': '32.50'}
{'date': '2018-01-04 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.80', 'humidity': '32.60'}
{'date': '2018-01-04 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.80', 'humidity': '33.10'}
{'date': '2018-01-04 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '32.40'}
{'date': '2018-01-04 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '32.90'}
{'date': '2018-01-04 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '32.80'}
{'date': '2018-01-04 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '31.40'}
{'date': '2018-01-04 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '31.40'}
{'date': '2018-01-04 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '32.00'}
{'date': '2018-01-04 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '31.50'}
{'date': '2018-01-04 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '31.90'}
{'date': '2018-01-04 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '32.40'}
{'date': '2018-01-04 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '33.20'}
{'date': '2018-01-04 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '33.70'}
{'date': '2018-01-04 08:00', 'home': '', 'ch2o': 0.026, 'temperature': '13.30', 'humidity': '62.80'}
{'date': '2018-01-04 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '62.80'}
{'date': '2018-01-04 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '45.80'}
{'date': '2018-01-04 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '39.10'}
{'date': '2018-01-04 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '38.40'}
{'date': '2018-01-04 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '38.40'}
{'date': '2018-01-04 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '37.70'}
{'date': '2018-01-04 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '36.00'}
{'date': '2018-01-04 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.80', 'humidity': '37.70'}
{'date': '2018-01-04 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '42.40'}
{'date': '2018-01-04 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '41.40'}
{'date': '2018-01-04 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '43.20'}
{'date': '2018-01-04 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.80', 'humidity': '43.70'}
{'date': '2018-01-04 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '44.80'}
{'date': '2018-01-04 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.80', 'humidity': '44.00'}
{'date': '2018-01-04 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '44.70'}
{'date': '2018-01-04 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '44.70'}
{'date': '2018-01-04 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.90', 'humidity': '44.10'}
{'date': '2018-01-04 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.90', 'humidity': '44.20'}
{'date': '2018-01-04 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '45.70'}
{'date': '2018-01-04 18:00', 'home': '', 'ch2o': 0.0038, 'temperature': '13.10', 'humidity': '43.60'}
{'date': '2018-01-04 18:30', 'home': '', 'ch2o': 0.0051, 'temperature': '13.80', 'humidity': '54.50'}
{'date': '2018-01-04 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '51.60'}
{'date': '2018-01-04 19:30', 'home': '', 'ch2o': 0.0074, 'temperature': '14.60', 'humidity': '46.20'}
{'date': '2018-01-04 20:00', 'home': '', 'ch2o': 0.0015, 'temperature': '15.00', 'humidity': '46.20'}
{'date': '2018-01-04 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '42.30'}
{'date': '2018-01-04 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '42.20'}
{'date': '2018-01-04 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '40.50'}
{'date': '2018-01-04 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '37.90'}
{'date': '2018-01-04 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.80', 'humidity': '38.40'}
{'date': '2018-01-04 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '37.80'}
{'date': '2018-01-04 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '37.80'}
{'date': '2018-01-05 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '38.50'}
{'date': '2018-01-05 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '38.60'}
{'date': '2018-01-05 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '37.90'}
{'date': '2018-01-05 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '37.90'}
{'date': '2018-01-05 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '37.90'}
{'date': '2018-01-05 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '38.00'}
{'date': '2018-01-05 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.80', 'humidity': '37.50'}
{'date': '2018-01-05 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.80', 'humidity': '37.60'}
{'date': '2018-01-05 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '37.40'}
{'date': '2018-01-05 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '37.30'}
{'date': '2018-01-05 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '37.40'}
{'date': '2018-01-05 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '37.40'}
{'date': '2018-01-05 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '36.10'}
{'date': '2018-01-05 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '38.80'}
{'date': '2018-01-05 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.60', 'humidity': '38.80'}
{'date': '2018-01-05 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '40.70'}
{'date': '2018-01-05 08:00', 'home': '', 'ch2o': 0.0088, 'temperature': '12.40', 'humidity': '51.30'}
{'date': '2018-01-05 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '40.60'}
{'date': '2018-01-05 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '40.40'}
{'date': '2018-01-05 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '39.90'}
{'date': '2018-01-05 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '38.80'}
{'date': '2018-01-05 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '36.90'}
{'date': '2018-01-05 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '35.20'}
{'date': '2018-01-05 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '34.40'}
{'date': '2018-01-05 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '34.40'}
{'date': '2018-01-05 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '30.00'}
{'date': '2018-01-05 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '30.00'}
{'date': '2018-01-05 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '30.70'}
{'date': '2018-01-05 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '27.00'}
{'date': '2018-01-05 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '26.60'}
{'date': '2018-01-05 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '26.00'}
{'date': '2018-01-05 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '26.00'}
{'date': '2018-01-05 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '25.60'}
{'date': '2018-01-05 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '26.20'}
{'date': '2018-01-05 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '23.40'}
{'date': '2018-01-05 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '23.60'}
{'date': '2018-01-05 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '23.60'}
{'date': '2018-01-05 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '27.00'}
{'date': '2018-01-05 19:00', 'home': '', 'ch2o': 0.0052, 'temperature': '13.20', 'humidity': '27.20'}
{'date': '2018-01-05 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '27.20'}
{'date': '2018-01-05 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '19.60'}
{'date': '2018-01-05 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '19.40'}
{'date': '2018-01-05 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '23.10'}
{'date': '2018-01-05 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '21.90'}
{'date': '2018-01-05 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '22.10'}
{'date': '2018-01-05 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.70', 'humidity': '23.60'}
{'date': '2018-01-05 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.50', 'humidity': '24.10'}
{'date': '2018-01-05 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '24.40'}
{'date': '2018-01-06 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '24.40'}
{'date': '2018-01-06 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.30', 'humidity': '25.40'}
{'date': '2018-01-06 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '26.10'}
{'date': '2018-01-06 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '26.10'}
{'date': '2018-01-06 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.00', 'humidity': '26.40'}
{'date': '2018-01-06 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.90', 'humidity': '26.80'}
{'date': '2018-01-06 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '27.80'}
{'date': '2018-01-06 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.80', 'humidity': '27.30'}
{'date': '2018-01-06 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.60', 'humidity': '27.20'}
{'date': '2018-01-06 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.30', 'humidity': '27.90'}
{'date': '2018-01-06 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.30', 'humidity': '27.80'}
{'date': '2018-01-06 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.20', 'humidity': '27.90'}
{'date': '2018-01-06 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.30', 'humidity': '28.60'}
{'date': '2018-01-06 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.10', 'humidity': '28.70'}
{'date': '2018-01-06 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.10', 'humidity': '31.20'}
{'date': '2018-01-06 07:30', 'home': '', 'ch2o': 0.0019, 'temperature': '9.20', 'humidity': '31.30'}
{'date': '2018-01-06 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '9.30', 'humidity': '31.30'}
{'date': '2018-01-06 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '9.50', 'humidity': '32.70'}
{'date': '2018-01-06 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '33.60'}
{'date': '2018-01-06 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.60', 'humidity': '26.80'}
{'date': '2018-01-06 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.50', 'humidity': '26.80'}
{'date': '2018-01-06 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '28.10'}
{'date': '2018-01-06 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '28.20'}
{'date': '2018-01-06 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.20', 'humidity': '28.20'}
{'date': '2018-01-06 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '27.70'}
{'date': '2018-01-06 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.10', 'humidity': '27.60'}
{'date': '2018-01-06 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.40', 'humidity': '27.90'}
{'date': '2018-01-06 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '10.80', 'humidity': '26.60'}
{'date': '2018-01-06 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '10.70', 'humidity': '26.60'}
{'date': '2018-01-06 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '27.20'}
{'date': '2018-01-06 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.00', 'humidity': '27.20'}
{'date': '2018-01-06 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.10', 'humidity': '27.30'}
{'date': '2018-01-06 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '11.20', 'humidity': '29.20'}
{'date': '2018-01-06 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '11.90', 'humidity': '35.30'}
{'date': '2018-01-06 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '27.00'}
{'date': '2018-01-06 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '27.10'}
{'date': '2018-01-06 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '27.30'}
{'date': '2018-01-06 18:30', 'home': '', 'ch2o': 0.003, 'temperature': '12.30', 'humidity': '28.20'}
{'date': '2018-01-06 19:00', 'home': '', 'ch2o': 0.0223, 'temperature': '12.30', 'humidity': '38.90'}
{'date': '2018-01-06 19:30', 'home': '', 'ch2o': 0.0206, 'temperature': '12.50', 'humidity': '42.10'}
{'date': '2018-01-06 20:00', 'home': '', 'ch2o': 0.0159, 'temperature': '13.70', 'humidity': '39.20'}
{'date': '2018-01-06 20:30', 'home': '', 'ch2o': 0.0107, 'temperature': '13.70', 'humidity': '39.20'}
{'date': '2018-01-06 21:00', 'home': '', 'ch2o': 0.004, 'temperature': '14.80', 'humidity': '34.50'}
